type,openings,telephone,latitude,longitude
Waste Separation Bin,24 hours,N.A.,22.4476651,114.1712867
Waste Separation Bin,24 hours,N.A.,22.4455154,114.1739024
Waste Separation Bin,24 hours,N.A.,22.4538976,114.1525745
Waste Separation Bin,24 hours,N.A.,22.4520194,114.1698348
Waste Separation Bin,24 hours,N.A.,22.42766,114.2121201
Waste Separation Bin,24 hours,N.A.,22.4728367,114.232961
Waste Separation Bin,24 hours,N.A.,22.46822,114.233503
Waste Separation Bin,24 hours,N.A.,22.4538387,114.1691773
Waste Separation Bin,24 hours,N.A.,22.4517131,114.1680912
Waste Separation Bin,24 hours,N.A.,22.4463606,114.1662006
Waste Separation Bin,24 hours,N.A.,22.4519187,114.1660647
Waste Separation Bin,24 hours,N.A.,22.4423218,114.1655064
Waste Separation Bin,24 hours,N.A.,22.455715,114.1621722
Waste Separation Bin,24 hours,N.A.,22.4548801,114.1634429
Waste Separation Bin,24 hours,N.A.,22.4540481,114.1589736
Waste Separation Bin,24 hours,N.A.,22.4525575,114.1845378
Waste Separation Bin,24 hours,N.A.,22.4508804,114.1603555
Waste Separation Bin,24 hours,N.A.,22.3099848,114.1707017
Waste Separation Bin,24 hours,N.A.,22.445519,114.169384
Waste Separation Bin,24 hours,N.A.,22.451971,114.176722
Waste Separation Bin,24 hours,N.A.,22.4415929,114.1627968
Waste Separation Bin,24 hours,N.A.,22.4715347,114.2277189
Waste Separation Bin,24 hours,N.A.,22.4270187,114.2308248
Waste Separation Bin,24 hours,N.A.,22.3679199,114.1752548
Waste Separation Bin,24 hours,N.A.,22.384927,114.1886621
Waste Separation Bin,24 hours,N.A.,22.419228,114.2280009
Waste Separation Bin,24 hours,N.A.,22.3632747,114.1712671
Waste Separation Bin,24 hours,N.A.,22.3653191,114.1721307
Waste Separation Bin,24 hours,N.A.,22.3670564,114.1737778
Waste Separation Bin,24 hours,N.A.,22.377122,114.1853601
Waste Separation Bin,24 hours,N.A.,22.398723,114.199138
Waste Separation Bin,24 hours,N.A.,22.4270187,114.2308248
Waste Separation Bin,24 hours,N.A.,22.40901,114.220554
Waste Separation Bin,24 hours,N.A.,22.4260158,114.2295379
Waste Separation Bin,24 hours,N.A.,22.4207857,114.228317
Waste Separation Bin,24 hours,N.A.,22.4267655,114.2297003
Waste Separation Bin,24 hours,N.A.,22.379063,114.175576
Waste Separation Bin,24 hours,N.A.,22.3824823,114.2062362
Waste Separation Bin,24 hours,N.A.,22.421646,114.232273
Waste Separation Bin,24 hours,N.A.,22.3848918,114.187354
Waste Separation Bin,24 hours,N.A.,22.4179845,114.2029277
Waste Separation Bin,24 hours,N.A.,22.3835541,114.1931707
Waste Separation Bin,24 hours,N.A.,22.3795777,114.1901434
Waste Separation Bin,24 hours,N.A.,22.3806844,114.1959406
Waste Separation Bin,24 hours,N.A.,22.3877652,114.1967807
Waste Separation Bin,24 hours,N.A.,22.3812484,114.1899337
Waste Separation Bin,24 hours,N.A.,22.3875452,114.2054282
Waste Separation Bin,24 hours,N.A.,22.3749366,114.1798843
Waste Separation Bin,24 hours,N.A.,22.375621,114.18888
Waste Separation Bin,24 hours,N.A.,22.382637,114.199354
Waste Separation Bin,24 hours,N.A.,22.3797375,114.2044914
Waste Separation Bin,24 hours,N.A.,22.3854095,114.1953814
Waste Separation Bin,24 hours,N.A.,22.373419,114.182831
Waste Separation Bin,24 hours,N.A.,22.3829822,114.19254
Waste Separation Bin,24 hours,N.A.,22.4169308,114.2278623
Waste Separation Bin,24 hours,N.A.,22.3871657,114.2081231
Waste Separation Bin,24 hours,N.A.,22.3762882,114.3361737
Waste Separation Bin,24 hours,N.A.,22.3041187,114.250659
Waste Separation Bin,24 hours,N.A.,22.2911156,114.2909638
Waste Separation Bin,24 hours,N.A.,22.2851406,114.2940282
Waste Separation Bin,24 hours,N.A.,22.3130169,114.2654419
Waste Separation Bin,24 hours,N.A.,22.317334,114.2684967
Waste Separation Bin,24 hours,N.A.,22.3572148,114.2942845
Waste Separation Bin,24 hours,N.A.,22.3130803,114.2624866
Waste Separation Bin,24 hours,N.A.,22.3136695,114.2615736
Waste Separation Bin,24 hours,N.A.,22.3682867,114.2888481
Waste Separation Bin,24 hours,N.A.,22.4081487,114.3213351
Waste Separation Bin,24 hours,N.A.,22.3814125,114.2720566
Waste Separation Bin,24 hours,N.A.,22.3231626,114.2569406
Waste Separation Bin,24 hours,N.A.,22.3188021,114.2575328
Waste Separation Bin,24 hours,N.A.,22.3258447,114.2552202
Waste Separation Bin,24 hours,N.A.,22.3246238,114.253117
Waste Separation Bin,24 hours,N.A.,22.3761386,114.2657465
Waste Separation Bin,24 hours,N.A.,22.3832778,114.2747429
Waste Separation Bin,24 hours,N.A.,22.3832589,114.2729737
Waste Separation Bin,24 hours,N.A.,22.382452,114.274433
Waste Separation Bin,24 hours,N.A.,22.315141,114.262458
Waste Separation Bin,24 hours,N.A.,34.153222,-119.2197283
Waste Separation Bin,24 hours,N.A.,22.4341418,114.3368127
Waste Separation Bin,24 hours,N.A.,22.3062803,114.2551107
Waste Separation Bin,24 hours,N.A.,22.3100448,114.2589246
Waste Separation Bin,24 hours,N.A.,22.3105914,114.2591037
Waste Separation Bin,24 hours,N.A.,22.3577103,114.2678849
Waste Separation Bin,24 hours,N.A.,22.3173771,114.259532
Waste Separation Bin,24 hours,N.A.,22.3117028,114.2633119
Waste Separation Bin,24 hours,N.A.,22.317904,114.260216
Waste Separation Bin,24 hours,N.A.,22.3019589,114.2599921
Waste Separation Bin,24 hours,N.A.,22.32217,114.249562
Waste Separation Bin,24 hours,N.A.,22.3841413,114.274608
Waste Separation Bin,24 hours,N.A.,22.3046088,114.2684901
Waste Separation Bin,24 hours,N.A.,22.321463,114.2583673
Waste Separation Bin,24 hours,N.A.,22.263505,114.148959
Waste Separation Bin,24 hours,N.A.,22.2802879,114.1544569
Waste Separation Bin,24 hours,N.A.,22.2834208,114.1512386
Waste Separation Bin,24 hours,N.A.,22.2746457,114.1631178
Waste Separation Bin,24 hours,N.A.,22.2837928,114.1520842
Waste Separation Bin,24 hours,N.A.,22.2701512,114.1496575
Waste Separation Bin,24 hours,N.A.,22.266515,114.152147
Waste Separation Bin,24 hours,N.A.,22.2801621,114.151447
Waste Separation Bin,24 hours,N.A.,22.286594,114.154994
Waste Separation Bin,24 hours,N.A.,22.2830568,114.1490963
Waste Separation Bin,24 hours,N.A.,22.2738081,114.1527835
Waste Separation Bin,24 hours,N.A.,22.282327,114.1524076
Waste Separation Bin,24 hours,N.A.,22.2811893,114.1409088
Waste Separation Bin,24 hours,N.A.,22.2805264,114.1528997
Waste Separation Bin,24 hours,N.A.,22.282461,114.1511347
Waste Separation Bin,24 hours,N.A.,22.2821416,114.147052
Waste Separation Bin,24 hours,N.A.,22.2753941,114.1574546
Waste Separation Bin,24 hours,N.A.,22.2750835,114.1586937
Waste Separation Bin,24 hours,N.A.,41.8667472,-72.6307784
Waste Separation Bin,24 hours,N.A.,22.2761352,114.1593325
Waste Separation Bin,24 hours,N.A.,22.2652042,114.1523191
Waste Separation Bin,24 hours,N.A.,22.2759971,114.1542934
Waste Separation Bin,24 hours,N.A.,22.274487,114.160254
Waste Separation Bin,24 hours,N.A.,22.2729683,114.1532712
Waste Separation Bin,24 hours,N.A.,22.2870972,114.1579309
Waste Separation Bin,24 hours,N.A.,22.2776827,114.1591909
Waste Separation Bin,24 hours,N.A.,22.2753312,114.160424
Waste Separation Bin,24 hours,N.A.,22.2695743,114.1538644
Waste Separation Bin,24 hours,N.A.,22.274183,114.1605168
Waste Separation Bin,24 hours,N.A.,22.28792,114.15843
Waste Separation Bin,24 hours,N.A.,22.2809132,114.1508751
Waste Separation Bin,24 hours,N.A.,22.2742273,114.1636984
Waste Separation Bin,24 hours,N.A.,22.286776,114.1552757
Waste Separation Bin,24 hours,N.A.,22.272868,114.148412
Waste Separation Bin,24 hours,N.A.,51.5542218,-0.1105923
Waste Separation Bin,24 hours,N.A.,22.2701512,114.1496575
Waste Separation Bin,24 hours,N.A.,22.2838405,114.1489355
Waste Separation Bin,24 hours,N.A.,22.2840512,114.1491614
Waste Separation Bin,24 hours,N.A.,22.2670509,114.15584
Waste Separation Bin,24 hours,N.A.,22.266965,114.162215
Waste Separation Bin,24 hours,N.A.,22.2811893,114.1409088
Waste Separation Bin,24 hours,N.A.,51.5582236,-0.3185033
Waste Separation Bin,24 hours,N.A.,22.2859042,114.1424438
Waste Separation Bin,24 hours,N.A.,22.2789985,114.1316963
Waste Separation Bin,24 hours,N.A.,22.2839306,114.1486641
Waste Separation Bin,24 hours,N.A.,22.2848704,114.1504889
Waste Separation Bin,24 hours,N.A.,22.287287,114.150392
Waste Separation Bin,24 hours,N.A.,22.2859767,114.139854
Waste Separation Bin,24 hours,N.A.,22.283811,114.128085
Waste Separation Bin,24 hours,N.A.,22.2832789,114.1280492
Waste Separation Bin,24 hours,N.A.,22.2839973,114.1504901
Waste Separation Bin,24 hours,N.A.,22.277531,114.131982
Waste Separation Bin,24 hours,N.A.,22.28325,114.130115
Waste Separation Bin,24 hours,N.A.,22.274003,114.125888
Waste Separation Bin,24 hours,N.A.,22.2830891,114.1365621
Waste Separation Bin,24 hours,N.A.,22.2824112,114.1247017
Waste Separation Bin,24 hours,N.A.,22.2837246,114.1265164
Waste Separation Bin,24 hours,N.A.,22.2806186,114.1390033
Waste Separation Bin,24 hours,N.A.,22.2818089,114.1215548
Waste Separation Bin,24 hours,N.A.,22.2844179,114.1424435
Waste Separation Bin,24 hours,N.A.,22.281245,114.14211
Waste Separation Bin,24 hours,N.A.,51.4264588,-0.1343191
Waste Separation Bin,24 hours,N.A.,22.2848198,114.141822
Waste Separation Bin,24 hours,N.A.,22.2812233,114.1477455
Waste Separation Bin,24 hours,N.A.,22.2855747,114.148522
Waste Separation Bin,24 hours,N.A.,22.2844736,114.1395497
Waste Separation Bin,24 hours,N.A.,22.2868339,114.134588
Waste Separation Bin,24 hours,N.A.,22.2847747,114.1363308
Waste Separation Bin,24 hours,N.A.,22.2830292,114.126624
Waste Separation Bin,24 hours,N.A.,22.2902364,114.1454925
Waste Separation Bin,24 hours,N.A.,22.2811893,114.1409088
Waste Separation Bin,24 hours,N.A.,22.2790556,114.1531565
Waste Separation Bin,24 hours,N.A.,22.2855342,114.149246
Waste Separation Bin,24 hours,N.A.,22.2838539,114.1470275
Waste Separation Bin,24 hours,N.A.,22.2877898,114.1402116
Waste Separation Bin,24 hours,N.A.,22.2836435,114.1466792
Waste Separation Bin,24 hours,N.A.,22.2845008,114.1408001
Waste Separation Bin,24 hours,N.A.,22.2867515,114.1377033
Waste Separation Bin,24 hours,N.A.,22.2843503,114.152904
Waste Separation Bin,24 hours,N.A.,22.259651,114.148848
Waste Separation Bin,24 hours,N.A.,22.2886114,114.1405791
Waste Separation Bin,24 hours,N.A.,22.2881915,114.1514511
Waste Separation Bin,24 hours,N.A.,22.2815911,114.1320072
Waste Separation Bin,24 hours,N.A.,22.2865022,114.1365927
Waste Separation Bin,24 hours,N.A.,22.288138,114.155242
Waste Separation Bin,24 hours,N.A.,22.2822188,114.129418
Waste Separation Bin,24 hours,N.A.,22.2691164,114.1958872
Waste Separation Bin,24 hours,N.A.,22.2664491,114.1908798
Waste Separation Bin,24 hours,N.A.,22.2775897,114.1716172
Waste Separation Bin,24 hours,N.A.,22.2697473,114.1785536
Waste Separation Bin,24 hours,N.A.,22.2826774,114.1773081
Waste Separation Bin,24 hours,N.A.,22.2766903,114.1802951
Waste Separation Bin,24 hours,N.A.,29.8849441,-97.6699996
Waste Separation Bin,24 hours,N.A.,22.2629348,114.190427
Waste Separation Bin,24 hours,N.A.,22.2774352,114.1791875
Waste Separation Bin,24 hours,N.A.,22.2641299,114.1847864
Waste Separation Bin,24 hours,N.A.,22.2695368,114.1852221
Waste Separation Bin,24 hours,N.A.,22.2795036,114.1890613
Waste Separation Bin,24 hours,N.A.,22.2720018,114.1769318
Waste Separation Bin,24 hours,N.A.,22.2775487,114.1731527
Waste Separation Bin,24 hours,N.A.,22.276371,114.178567
Waste Separation Bin,24 hours,N.A.,22.2743218,114.1732777
Waste Separation Bin,24 hours,N.A.,22.276677,114.194895
Waste Separation Bin,24 hours,N.A.,22.2679154,114.1835766
Waste Separation Bin,24 hours,N.A.,22.2689043,114.1897535
Waste Separation Bin,24 hours,N.A.,22.2794321,114.1924114
Waste Separation Bin,24 hours,N.A.,22.2688474,114.1858626
Waste Separation Bin,24 hours,N.A.,22.2767407,114.1875873
Waste Separation Bin,24 hours,N.A.,22.2637388,114.1893356
Waste Separation Bin,24 hours,N.A.,22.2621317,114.1717715
Waste Separation Bin,24 hours,N.A.,22.2740097,114.1924606
Waste Separation Bin,24 hours,N.A.,22.2697237,114.1927336
Waste Separation Bin,24 hours,N.A.,22.2620389,114.1789161
Waste Separation Bin,24 hours,N.A.,22.2767452,114.1687496
Waste Separation Bin,24 hours,N.A.,22.2772694,114.1939334
Waste Separation Bin,24 hours,N.A.,22.276394,114.175837
Waste Separation Bin,24 hours,N.A.,22.2790409,114.176699
Waste Separation Bin,24 hours,N.A.,22.2765146,114.1803656
Waste Separation Bin,24 hours,N.A.,22.276371,114.178567
Waste Separation Bin,24 hours,N.A.,22.2719778,114.1959768
Waste Separation Bin,24 hours,N.A.,22.2720039,114.1851755
Waste Separation Bin,24 hours,N.A.,22.2720039,114.1851755
Waste Separation Bin,24 hours,N.A.,22.2793025,114.1795401
Waste Separation Bin,24 hours,N.A.,22.2774544,114.1934579
Waste Separation Bin,24 hours,N.A.,22.2788982,114.1895982
Waste Separation Bin,24 hours,N.A.,22.2708,114.1941857
Waste Separation Bin,24 hours,N.A.,22.2763829,114.1714756
Waste Separation Bin,24 hours,N.A.,22.281835,114.183661
Waste Separation Bin,24 hours,N.A.,22.2739139,114.1728984
Waste Separation Bin,24 hours,N.A.,22.2744577,114.1710316
Waste Separation Bin,24 hours,N.A.,22.2744181,114.173862
Waste Separation Bin,24 hours,N.A.,22.278774,114.1706369
Waste Separation Bin,24 hours,N.A.,22.2743482,114.1852439
Waste Separation Bin,24 hours,N.A.,40.4947499,-74.4467036
Waste Separation Bin,24 hours,N.A.,22.2844,114.1912862
Waste Separation Bin,24 hours,N.A.,22.280475,114.1926794
Waste Separation Bin,24 hours,N.A.,22.281995,114.19208
Waste Separation Bin,24 hours,N.A.,22.2680547,114.181204
Waste Separation Bin,24 hours,N.A.,22.2701504,114.1845112
Waste Separation Bin,24 hours,N.A.,22.2792327,114.1874533
Waste Separation Bin,24 hours,N.A.,22.2777241,114.1840086
Waste Separation Bin,24 hours,N.A.,22.2689738,114.1841223
Waste Separation Bin,24 hours,N.A.,22.2730406,114.1843894
Waste Separation Bin,24 hours,N.A.,22.2804818,114.1824125
Waste Separation Bin,24 hours,N.A.,22.281641,114.222412
Waste Separation Bin,24 hours,N.A.,22.289234,114.193472
Waste Separation Bin,24 hours,N.A.,22.26608,114.23486
Waste Separation Bin,24 hours,N.A.,22.2796472,114.2252635
Waste Separation Bin,24 hours,N.A.,22.2645641,114.2370612
Waste Separation Bin,24 hours,N.A.,22.2626752,114.2518599
Waste Separation Bin,24 hours,N.A.,22.286442,114.196844
Waste Separation Bin,24 hours,N.A.,22.2925605,114.2014244
Waste Separation Bin,24 hours,N.A.,22.2908653,114.2080312
Waste Separation Bin,24 hours,N.A.,22.2842973,114.2139586
Waste Separation Bin,24 hours,N.A.,22.2815774,114.2142979
Waste Separation Bin,24 hours,N.A.,22.2623439,114.2384554
Waste Separation Bin,24 hours,N.A.,22.2787617,114.2227499
Waste Separation Bin,24 hours,N.A.,22.2920221,114.1987809
Waste Separation Bin,24 hours,N.A.,22.2653663,114.2450409
Waste Separation Bin,24 hours,N.A.,22.2780527,114.2404893
Waste Separation Bin,24 hours,N.A.,28.5534066,-81.5748996
Waste Separation Bin,24 hours,N.A.,22.2852017,114.2148087
Waste Separation Bin,24 hours,N.A.,22.2809696,114.230195
Waste Separation Bin,24 hours,N.A.,22.2641088,114.2486726
Waste Separation Bin,24 hours,N.A.,22.2649066,114.2398392
Waste Separation Bin,24 hours,N.A.,22.288426,114.215451
Waste Separation Bin,24 hours,N.A.,22.284034,114.2212406
Waste Separation Bin,24 hours,N.A.,22.2884201,114.1924704
Waste Separation Bin,24 hours,N.A.,22.2852732,114.1993206
Waste Separation Bin,24 hours,N.A.,22.2867884,114.1988098
Waste Separation Bin,24 hours,N.A.,22.2923362,114.2029796
Waste Separation Bin,24 hours,N.A.,22.2766857,114.2300075
Waste Separation Bin,24 hours,N.A.,22.2678151,114.2418753
Waste Separation Bin,24 hours,N.A.,22.2919547,114.2044795
Waste Separation Bin,24 hours,N.A.,22.2915062,114.2008326
Waste Separation Bin,24 hours,N.A.,22.2821999,114.2140579
Waste Separation Bin,24 hours,N.A.,22.2810547,114.228604
Waste Separation Bin,24 hours,N.A.,22.2800478,114.2273067
Waste Separation Bin,24 hours,N.A.,22.268657,114.2423926
Waste Separation Bin,24 hours,N.A.,22.2573579,114.1994403
Waste Separation Bin,24 hours,N.A.,22.2865076,114.2019833
Waste Separation Bin,24 hours,N.A.,22.2903581,114.2105211
Waste Separation Bin,24 hours,N.A.,22.2879087,114.1975094
Waste Separation Bin,24 hours,N.A.,22.2772303,114.2269294
Waste Separation Bin,24 hours,N.A.,22.2803931,114.2251251
Waste Separation Bin,24 hours,N.A.,22.2793423,114.2293344
Waste Separation Bin,24 hours,N.A.,22.2873174,114.1929731
Waste Separation Bin,24 hours,N.A.,22.2894766,114.1946441
Waste Separation Bin,24 hours,N.A.,22.2781278,114.2274561
Waste Separation Bin,24 hours,N.A.,22.2903249,114.2000115
Waste Separation Bin,24 hours,N.A.,22.2915928,114.196461
Waste Separation Bin,24 hours,N.A.,35.1522214,-86.5689206
Waste Separation Bin,24 hours,N.A.,22.2410446,114.1589583
Waste Separation Bin,24 hours,N.A.,22.2675962,114.1256062
Waste Separation Bin,24 hours,N.A.,22.2491244,114.1812312
Waste Separation Bin,24 hours,N.A.,22.2486215,114.1561509
Waste Separation Bin,24 hours,N.A.,49.1839465,-123.1341689
Waste Separation Bin,24 hours,N.A.,22.243817,114.1527033
Waste Separation Bin,24 hours,N.A.,22.2418581,114.1528532
Waste Separation Bin,24 hours,N.A.,22.2477074,114.1639074
Waste Separation Bin,24 hours,N.A.,22.24657,114.167666
Waste Separation Bin,24 hours,N.A.,22.2245731,114.2093249
Waste Separation Bin,24 hours,N.A.,22.2458466,114.1646505
Waste Separation Bin,24 hours,N.A.,22.2494393,114.168298
Waste Separation Bin,24 hours,N.A.,22.2453604,114.2501946
Waste Separation Bin,24 hours,N.A.,22.2207297,114.2088925
Waste Separation Bin,24 hours,N.A.,22.2193417,114.2099012
Waste Separation Bin,24 hours,N.A.,22.2183333,114.2048704
Waste Separation Bin,24 hours,N.A.,22.2501026,114.1495917
Waste Separation Bin,24 hours,N.A.,22.2217994,114.2138385
Waste Separation Bin,24 hours,N.A.,22.2701629,114.1287378
Waste Separation Bin,24 hours,N.A.,22.2394957,114.1507007
Waste Separation Bin,24 hours,N.A.,22.2442825,114.1552031
Waste Separation Bin,24 hours,N.A.,22.2376093,114.1934932
Waste Separation Bin,24 hours,N.A.,22.2642536,114.1286771
Waste Separation Bin,24 hours,N.A.,22.274003,114.125888
Waste Separation Bin,24 hours,N.A.,22.2728693,114.1229034
Waste Separation Bin,24 hours,N.A.,22.2293785,114.254504
Waste Separation Bin,24 hours,N.A.,22.2332432,114.1988892
Waste Separation Bin,24 hours,N.A.,22.2189666,114.2124698
Waste Separation Bin,24 hours,N.A.,22.217488,114.216418
Waste Separation Bin,24 hours,N.A.,22.248755,114.1492022
Waste Separation Bin,24 hours,N.A.,22.2371005,114.1995993
Waste Separation Bin,24 hours,N.A.,22.2512602,114.1911382
Waste Separation Bin,24 hours,N.A.,22.2221968,114.2052322
Waste Separation Bin,24 hours,N.A.,22.2214144,114.2116043
Waste Separation Bin,24 hours,N.A.,22.2701849,114.1311358
Waste Separation Bin,24 hours,N.A.,22.2837201,114.1446709
Waste Separation Bin,24 hours,N.A.,22.2489999,114.1684592
Waste Separation Bin,24 hours,N.A.,22.2478893,114.1587287
Waste Separation Bin,24 hours,N.A.,22.2489737,114.1563151
Waste Separation Bin,24 hours,N.A.,22.2387227,114.1898464
Waste Separation Bin,24 hours,N.A.,22.247878,114.154547
Waste Separation Bin,24 hours,N.A.,22.2470323,114.1588765
Waste Separation Bin,24 hours,N.A.,33.5579201,-84.1382811
Waste Separation Bin,24 hours,N.A.,22.238947,114.2021304
Waste Separation Bin,24 hours,N.A.,22.2401727,114.1662606
Waste Separation Bin,24 hours,N.A.,22.2667768,114.1282788
Waste Separation Bin,24 hours,N.A.,22.238493,114.1958598
Waste Separation Bin,24 hours,N.A.,22.2722473,114.1202069
Waste Separation Bin,24 hours,N.A.,22.2679772,114.1246824
Waste Separation Bin,24 hours,N.A.,22.2191002,114.2042838
Waste Separation Bin,24 hours,N.A.,22.270242,114.1285
Waste Separation Bin,24 hours,N.A.,22.260147,114.136859
Waste Separation Bin,24 hours,N.A.,22.2511618,114.1808275
Waste Separation Bin,24 hours,N.A.,51.4690465,-0.0626871
Waste Separation Bin,24 hours,N.A.,22.2499495,114.1553009
Waste Separation Bin,24 hours,N.A.,22.2471807,114.1552881
Waste Separation Bin,24 hours,N.A.,22.260147,114.136859
Waste Separation Bin,24 hours,N.A.,22.2525023,114.136397
Waste Separation Bin,24 hours,N.A.,22.2523835,114.1836482
Waste Separation Bin,24 hours,N.A.,22.269488,114.130268
Waste Separation Bin,24 hours,N.A.,22.2489673,114.1541581
Waste Separation Bin,24 hours,N.A.,22.3132544,114.1632797
Waste Separation Bin,24 hours,N.A.,22.314409,114.1642646
Waste Separation Bin,24 hours,N.A.,22.3312575,114.1569836
Waste Separation Bin,24 hours,N.A.,22.3171131,114.1721944
Waste Separation Bin,24 hours,N.A.,22.3202084,114.1691222
Waste Separation Bin,24 hours,N.A.,22.3132544,114.1632797
Waste Separation Bin,24 hours,N.A.,22.32205,114.1726
Waste Separation Bin,24 hours,N.A.,22.3312575,114.1569836
Waste Separation Bin,24 hours,N.A.,22.3220032,114.1627927
Waste Separation Bin,24 hours,N.A.,22.3194814,114.1619711
Waste Separation Bin,24 hours,N.A.,22.3202,114.1635487
Waste Separation Bin,24 hours,N.A.,22.326634,114.1691013
Waste Separation Bin,24 hours,N.A.,22.3256212,114.1777233
Waste Separation Bin,24 hours,N.A.,22.3171997,114.1737816
Waste Separation Bin,24 hours,N.A.,22.32205,114.1726
Waste Separation Bin,24 hours,N.A.,22.3243922,114.1636534
Waste Separation Bin,24 hours,N.A.,22.3282019,114.1637628
Waste Separation Bin,24 hours,N.A.,22.3123441,114.164645
Waste Separation Bin,24 hours,N.A.,22.3245534,114.1609022
Waste Separation Bin,24 hours,N.A.,33.7700504,-118.1937395
Waste Separation Bin,24 hours,N.A.,22.3257628,114.1715575
Waste Separation Bin,24 hours,N.A.,22.3214342,114.1654766
Waste Separation Bin,24 hours,N.A.,22.324116,114.16612
Waste Separation Bin,24 hours,N.A.,22.3148043,114.1669306
Waste Separation Bin,24 hours,N.A.,22.3262531,114.1605069
Waste Separation Bin,24 hours,N.A.,22.319984,114.1726379
Waste Separation Bin,24 hours,N.A.,22.319984,114.1726379
Waste Separation Bin,24 hours,N.A.,22.3215346,114.159259
Waste Separation Bin,24 hours,N.A.,22.32832,114.1534441
Waste Separation Bin,24 hours,N.A.,22.3232081,114.1609847
Waste Separation Bin,24 hours,N.A.,22.326743,114.16984
Waste Separation Bin,24 hours,N.A.,22.325238,114.1720886
Waste Separation Bin,24 hours,N.A.,22.3186501,114.1712826
Waste Separation Bin,24 hours,N.A.,22.3206592,114.1714165
Waste Separation Bin,24 hours,N.A.,22.32832,114.1534441
Waste Separation Bin,24 hours,N.A.,22.3181643,114.1733728
Waste Separation Bin,24 hours,N.A.,22.31774,114.167784
Waste Separation Bin,24 hours,N.A.,22.3209152,114.167633
Waste Separation Bin,24 hours,N.A.,22.3203758,114.1566122
Waste Separation Bin,24 hours,N.A.,22.3220754,114.1653413
Waste Separation Bin,24 hours,N.A.,22.3207673,114.1693236
Waste Separation Bin,24 hours,N.A.,22.3082047,114.1666729
Waste Separation Bin,24 hours,N.A.,22.2979861,114.1688258
Waste Separation Bin,24 hours,N.A.,22.3066788,114.1663481
Waste Separation Bin,24 hours,N.A.,22.3033453,114.1814521
Waste Separation Bin,24 hours,N.A.,22.307359,114.164771
Waste Separation Bin,24 hours,N.A.,22.2998108,114.1778224
Waste Separation Bin,24 hours,N.A.,30.267153,-97.7430608
Waste Separation Bin,24 hours,N.A.,22.3102081,114.1717112
Waste Separation Bin,24 hours,N.A.,22.314057,114.172256
Waste Separation Bin,24 hours,N.A.,40.7563119,-73.9714091
Waste Separation Bin,24 hours,N.A.,22.3000199,114.179257
Waste Separation Bin,24 hours,N.A.,22.2964914,114.1736984
Waste Separation Bin,24 hours,N.A.,22.2938496,114.1703232
Waste Separation Bin,24 hours,N.A.,22.299604,114.1787697
Waste Separation Bin,24 hours,N.A.,22.2963245,114.1708432
Waste Separation Bin,24 hours,N.A.,22.3049279,114.174619
Waste Separation Bin,24 hours,N.A.,22.311582,114.17055
Waste Separation Bin,24 hours,N.A.,22.3084918,114.1718927
Waste Separation Bin,24 hours,N.A.,22.2587586,114.1910696
Waste Separation Bin,24 hours,N.A.,22.3144652,114.1687499
Waste Separation Bin,24 hours,N.A.,22.3060992,114.1730186
Waste Separation Bin,24 hours,N.A.,22.3096073,114.1706484
Waste Separation Bin,24 hours,N.A.,22.3044844,114.1682732
Waste Separation Bin,24 hours,N.A.,40.7335766,-74.1642387
Waste Separation Bin,24 hours,N.A.,22.2980568,114.1704789
Waste Separation Bin,24 hours,N.A.,22.2967233,114.1758927
Waste Separation Bin,24 hours,N.A.,22.2980568,114.1704789
Waste Separation Bin,24 hours,N.A.,22.3099238,114.1690076
Waste Separation Bin,24 hours,N.A.,22.3043954,114.1704717
Waste Separation Bin,24 hours,N.A.,22.30424,114.171231
Waste Separation Bin,24 hours,N.A.,22.3079666,114.1675847
Waste Separation Bin,24 hours,N.A.,22.304003,114.166509
Waste Separation Bin,24 hours,N.A.,22.3193039,114.1693611
Waste Separation Bin,24 hours,N.A.,22.2961627,114.1692417
Waste Separation Bin,24 hours,N.A.,49.2454569,-123.1392135
Waste Separation Bin,24 hours,N.A.,22.2995585,114.1758623
Waste Separation Bin,24 hours,N.A.,22.2949223,114.173592
Waste Separation Bin,24 hours,N.A.,22.3040699,114.1734837
Waste Separation Bin,24 hours,N.A.,22.3070004,114.1730571
Waste Separation Bin,24 hours,N.A.,22.3024521,114.1847412
Waste Separation Bin,24 hours,N.A.,22.3003817,114.1785375
Waste Separation Bin,24 hours,N.A.,22.3021035,114.1808464
Waste Separation Bin,24 hours,N.A.,22.3024521,114.1847412
Waste Separation Bin,24 hours,N.A.,22.307359,114.164771
Waste Separation Bin,24 hours,N.A.,22.3259661,114.1739511
Waste Separation Bin,24 hours,N.A.,22.327822,114.165272
Waste Separation Bin,24 hours,N.A.,22.3279916,114.1601865
Waste Separation Bin,24 hours,N.A.,22.332261,114.164338
Waste Separation Bin,24 hours,N.A.,22.3341073,114.160006
Waste Separation Bin,24 hours,N.A.,22.3372109,114.1597506
Waste Separation Bin,24 hours,N.A.,22.3296588,114.172699
Waste Separation Bin,24 hours,N.A.,22.3275024,114.1614901
Waste Separation Bin,24 hours,N.A.,22.3379973,114.1534396
Waste Separation Bin,24 hours,N.A.,22.3360169,114.1585225
Waste Separation Bin,24 hours,N.A.,22.331675,114.168524
Waste Separation Bin,24 hours,N.A.,22.3364882,114.1602799
Waste Separation Bin,24 hours,N.A.,22.2798021,114.1551317
